"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Mocumbi A.; Humbert M.; Saxena A.; Jing Z.-C.; Sliwa K.; Thienemann F.; Archer S.L.; Stewart S.","Mocumbi, Ana (57202673708); Humbert, Marc (55382766900); Saxena, Anita (36091694400); Jing, Zhi-Cheng (8308082600); Sliwa, Karen (57207223988); Thienemann, Friedrich (6504339504); Archer, Stephen L. (7202456813); Stewart, Simon (58793726800)","57202673708; 55382766900; 36091694400; 8308082600; 57207223988; 6504339504; 7202456813; 58793726800","Pulmonary hypertension","2024","Nature Reviews Disease Primers","10","1","1","","","","107","10.1038/s41572-023-00486-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181477104&doi=10.1038%2fs41572-023-00486-7&partnerID=40&md5=2fc1ec3167a8101a04cf1759ca6cd7ea","Article","Final","","Scopus","2-s2.0-85181477104"
"Tai Y.-Y.; Yu Q.; Tang Y.; Sun W.; Kelly N.J.; Okawa S.; Zhao J.; Schwantes-An T.-H.; Lacoux C.; Torrino S.; Aaraj Y.A.; Khoury W.E.; Negi V.; Liu M.; Corey C.G.; Belmonte F.; Vargas S.O.; Schwartz B.; Bhat B.; Chau B.N.; Karnes J.H.; Satoh T.; Barndt R.J.; Wu H.; Parikh V.N.; Wang J.; Zhang Y.; McNamara D.; Li G.; Speyer G.; Wang B.; Shiva S.; Kaufman B.; Kim S.; Gomez D.; Mari B.; Cho M.H.; Boueiz A.; Pauciulo M.W.; Southgate L.; Trembath R.C.; Sitbon O.; Humbert M.; Graf S.; Morrell N.W.; Rhodes C.J.; Wilkins M.R.; Nouraie M.; Nichols W.C.; Desai A.A.; Bertero T.; Chan S.Y.","Tai, Yi-Yin (57191188328); Yu, Qiujun (57191189875); Tang, Ying (35747532200); Sun, Wei (57209785759); Kelly, Neil J. (56080988700); Okawa, Satoshi (56454054200); Zhao, Jingsi (57191194530); Schwantes-An, Tae-Hwi (36523963000); Lacoux, Caroline (19639025200); Torrino, Stephanie (45761682900); Aaraj, Yassmin Al (57204669390); Khoury, Wadih El (58817525100); Negi, Vinny (57208748283); Liu, Mingjun (57194710654); Corey, Catherine G. (55349158100); Belmonte, Frances (57197726292); Vargas, Sara O. (7006769465); Schwartz, Brian (57193362668); Bhat, Bal (58810852900); Chau, B. Nelson (36979484200); Karnes, Jason H. (16312179200); Satoh, Taijyu (57141518400); Barndt, Robert J. (6603712513); Wu, Haodi (55851679200); Parikh, Victoria N. (55261869400); Wang, Jianrong (35249394000); Zhang, Yingze (57211631146); McNamara, Dennis (7202710470); Li, Gang (57218079536); Speyer, Gil (6603330539); Wang, Bing (57214808668); Shiva, Sruti (7004561028); Kaufman, Brett (7102639872); Kim, Seungchan (53865015400); Gomez, Delphine (26644957200); Mari, Bernard (7004384072); Cho, Michael H. (57219307474); Boueiz, Adel (57797411000); Pauciulo, Michael W. (6505828966); Southgate, Laura (15047508200); Trembath, Richard C. (7005504048); Sitbon, Olivier (55785611900); Humbert, Marc (55382766900); Graf, Stefan (7004619635); Morrell, Nicholas W. (7006109041); Rhodes, Christopher J. (55725915000); Wilkins, Martin R. (7102324937); Nouraie, Mehdi (6507723796); Nichols, William C. (57203074643); Desai, Ankit A. (18233692700); Bertero, Thomas (35104259400); Chan, Stephen Y. (55261942200)","57191188328; 57191189875; 35747532200; 57209785759; 56080988700; 56454054200; 57191194530; 36523963000; 19639025200; 45761682900; 57204669390; 58817525100; 57208748283; 57194710654; 55349158100; 57197726292; 7006769465; 57193362668; 58810852900; 36979484200; 16312179200; 57141518400; 6603712513; 55851679200; 55261869400; 35249394000; 57211631146; 7202710470; 57218079536; 6603330539; 57214808668; 7004561028; 7102639872; 53865015400; 26644957200; 7004384072; 57219307474; 57797411000; 6505828966; 15047508200; 7005504048; 55785611900; 55382766900; 7004619635; 7006109041; 55725915000; 7102324937; 6507723796; 57203074643; 18233692700; 35104259400; 55261942200","Allele-specific control of rodent and human lncRNA KMT2E-AS1 promotes hypoxic endothelial pathology in pulmonary hypertension","2024","Science Translational Medicine","16","729","2029","","","","9","10.1126/scitranslmed.add2029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182262835&doi=10.1126%2fscitranslmed.add2029&partnerID=40&md5=a5ec1f60ee2903440f3e05a3d15ce25a","Article","Final","","Scopus","2-s2.0-85182262835"
"Boucly A.; Gerges C.; Savale L.; Jaïs X.; Jevnikar M.; Montani D.; Sitbon O.; Humbert M.","Boucly, Athénaïs (57041133700); Gerges, Christian (40461266000); Savale, Laurent (35410452900); Jaïs, Xavier (8512908600); Jevnikar, Mitja (55521710100); Montani, David (23392928800); Sitbon, Olivier (55785611900); Humbert, Marc (55382766900)","57041133700; 40461266000; 35410452900; 8512908600; 55521710100; 23392928800; 55785611900; 55382766900","Pulmonary arterial hypertension","2023","Presse Medicale","52","3","104168","","","","13","10.1016/j.lpm.2023.104168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169013843&doi=10.1016%2fj.lpm.2023.104168&partnerID=40&md5=1f660db6c04c7b93513f100d5e1fbe2a","Short survey","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85169013843"
"Kularatne M.; Eyries M.; Savale L.; Humbert M.; Montani D.","Kularatne, Mithum (57429476100); Eyries, Mélanie (6506578891); Savale, Laurent (35410452900); Humbert, Marc (55382766900); Montani, David (23392928800)","57429476100; 6506578891; 35410452900; 55382766900; 23392928800","Isolated Pulmonary Arteriovenous Malformations Associated With BMPR2 Pathogenic Variants","2023","Chest","164","2","","e23","e26","3","4","10.1016/j.chest.2023.04.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164518198&doi=10.1016%2fj.chest.2023.04.031&partnerID=40&md5=ad9b253447d39d06e15d25210283d8ab","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85164518198"
"Chaigne B.; Chevalier K.; Boucly A.; Agard C.; Baudet A.; Bourdin A.; Chabanne C.; Cottin V.; Fesler P.; Goupil F.; Jego P.; Launay D.; Levesque H.; Maurac A.; Mohamed S.; Tromeur C.; Rottat L.; Sitbon O.; Humbert M.; Mouthon L.","Chaigne, Benjamin (53876887800); Chevalier, Kevin (57216510284); Boucly, Athenaïs (57041133700); Agard, Christian (6603685784); Baudet, Antoine (35069067800); Bourdin, Arnaud (7801311848); Chabanne, Celine (14631811400); Cottin, Vincent (7004305225); Fesler, Pierre (6602540814); Goupil, François (14012304400); Jego, Patrick (7006171066); Launay, David (7003913326); Levesque, Herve (35406926800); Maurac, Arnaud (57201820982); Mohamed, Shirine (55607387700); Tromeur, Cecile (53364560200); Rottat, Laurence (55499124900); Sitbon, Olivier (55785611900); Humbert, Marc (55382766900); Mouthon, Luc (7005610056)","53876887800; 57216510284; 57041133700; 6603685784; 35069067800; 7801311848; 14631811400; 7004305225; 6602540814; 14012304400; 7006171066; 7003913326; 35406926800; 57201820982; 55607387700; 53364560200; 55499124900; 55785611900; 55382766900; 7005610056","In-depth characterization of pulmonary arterial hypertension in mixed connective tissue disease: A French national multicentre study","2023","Rheumatology (United Kingdom)","62","10","","3261","3267","6","12","10.1093/rheumatology/kead055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166342258&doi=10.1093%2frheumatology%2fkead055&partnerID=40&md5=1687dd5c9974fee99e05beb996a87eb9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85166342258"
"Fournier E.; Selegny M.; Amsallem M.; Haddad F.; Cohen S.; Valdeolmillos E.; Le Pavec J.; Humbert M.; Isorni M.-A.; Azarine A.; Sitbon O.; Jais X.; Savale L.; Montani D.; Fadel E.; Zoghbi J.; Belli E.; Hascoët S.","Fournier, Emmanuelle (57191920810); Selegny, Maëlle (57218480549); Amsallem, Myriam (56043397400); Haddad, Francois (15053072000); Cohen, Sarah (57204429191); Valdeolmillos, Estibaliz (57204652011); Le Pavec, Jérôme (23668178800); Humbert, Marc (55382766900); Isorni, Marc-Antoine (55885561000); Azarine, Arshid (23033339400); Sitbon, Olivier (55785611900); Jais, Xavier (8512908600); Savale, Laurent (35410452900); Montani, David (23392928800); Fadel, Elie (7004922328); Zoghbi, Joy (6506669105); Belli, Emre (7006640850); Hascoët, Sebastien (36128481600)","57191920810; 57218480549; 56043397400; 15053072000; 57204429191; 57204652011; 23668178800; 55382766900; 55885561000; 23033339400; 55785611900; 8512908600; 35410452900; 23392928800; 7004922328; 6506669105; 7006640850; 36128481600","Multiparametric evaluation of right ventricular function in pulmonary arterial hypertension associated with congenital heart disease; [Evaluación multiparamétrica de la función ventricular derecha en la hipertensión arterial pulmonar asociada a cardiopatías congénitas]","2023","Revista Espanola de Cardiologia","76","5","","333","343","10","6","10.1016/j.recesp.2022.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147124960&doi=10.1016%2fj.recesp.2022.07.012&partnerID=40&md5=4ecf65dd0842b9cf80bea4d381a02727","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85147124960"
"Pitre T.; Weatherald J.; Humbert M.","Pitre, Tyler (57212018833); Weatherald, Jason (24172300500); Humbert, Marc (55382766900)","57212018833; 24172300500; 55382766900","Treatments for pulmonary arterial hypertension: navigating through a network of choices","2024","European Heart Journal","45","21","","1953","1955","2","2","10.1093/eurheartj/ehae106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194965416&doi=10.1093%2feurheartj%2fehae106&partnerID=40&md5=7c783884bce08aaf5b8178325a5176cd","Review","Final","","Scopus","2-s2.0-85194965416"
"Weatherald J.; Varughese R.A.; Liu J.; Humbert M.","Weatherald, Jason (24172300500); Varughese, Rhea A. (57189729498); Liu, Jonathan (57210166567); Humbert, Marc (55382766900)","24172300500; 57189729498; 57210166567; 55382766900","Management of Pulmonary Arterial Hypertension","2023","Seminars in Respiratory and Critical Care Medicine","44","6","","746","761","15","5","10.1055/s-0043-1770118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175741137&doi=10.1055%2fs-0043-1770118&partnerID=40&md5=7ca3e8f3fe8ccacb7762eeb167f89810","Article","Final","","Scopus","2-s2.0-85175741137"
"Montani D.; Thoré P.; Mignard X.; Jaïs X.; Boucly A.; Jevnikar M.; Seferian A.; Jutant E.-M.; Cottin V.; Fadel E.; Simonneau G.; Savale L.; Sitbon O.; Humbert M.","Montani, David (23392928800); Thoré, Pierre (57209259926); Mignard, Xavier (57197714449); Jaïs, Xavier (8512908600); Boucly, Athénaïs (57041133700); Jevnikar, Mitja (55521710100); Seferian, Andrei (36926306400); Jutant, Etienne-Marie (56287394400); Cottin, Vincent (7004305225); Fadel, Elie (7004922328); Simonneau, Gérald (57203200946); Savale, Laurent (35410452900); Sitbon, Olivier (55785611900); Humbert, Marc (55382766900)","23392928800; 57209259926; 57197714449; 8512908600; 57041133700; 55521710100; 36926306400; 56287394400; 7004305225; 7004922328; 57203200946; 35410452900; 55785611900; 55382766900","Clinical Phenotype and Outcomes of Pulmonary Hypertension Associated with Myeloproliferative Neoplasms A Population-based Study","2023","American Journal of Respiratory and Critical Care Medicine","208","5","","600","612","12","8","10.1164/rccm.202210-1941OC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174312637&doi=10.1164%2frccm.202210-1941OC&partnerID=40&md5=6ceb17e92300146fff905ef74abaf5a7","Article","Final","","Scopus","2-s2.0-85174312637"
"Todesco A.; Grynblat J.; Akoumia K.K.F.; Bonnet D.; Mendes-Ferreira P.; Morisset S.; Chemla D.; Levy M.; Méot M.; Malekzadeh-Milani S.-G.; Tielemans B.; Decante B.; Vastel-Amzallag C.; Habert P.; Ghigna M.-R.; Humbert M.; Montani D.; Boulate D.; Perros F.","Todesco, Alban (57211665212); Grynblat, Julien (58035792400); Akoumia, Kouamé Kan Firmin (59131768600); Bonnet, Damien (55157529200); Mendes-Ferreira, Pedro (55319974600); Morisset, Stéphane (37124626600); Chemla, Denis (12445367600); Levy, Marilyne (7404616305); Méot, Mathilde (56116246300); Malekzadeh-Milani, Sophie-Guiti (15849032900); Tielemans, Birger (57191854631); Decante, Benoit (12239133200); Vastel-Amzallag, Carine (36899275700); Habert, Paul (56712986000); Ghigna, Maria-Rosa (15020513900); Humbert, Marc (55382766900); Montani, David (23392928800); Boulate, David (55830131300); Perros, Frédéric (23006069200)","57211665212; 58035792400; 59131768600; 55157529200; 55319974600; 37124626600; 12445367600; 7404616305; 56116246300; 15849032900; 57191854631; 12239133200; 36899275700; 56712986000; 15020513900; 55382766900; 23392928800; 55830131300; 23006069200","Pulmonary hypertension induced by right pulmonary artery occlusion: Hemodynamic consequences of bmpr2 mutation","2024","Journal of the American Heart Association ","13","14","e034621","","","","2","10.1161/JAHA.124.034621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199125575&doi=10.1161%2fJAHA.124.034621&partnerID=40&md5=8cc0a1f82a626244f3b3f902ec583c8f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85199125575"
"Gerges C.; Montani D.; Humbert M.; Lang I.M.","Gerges, Christian (40461266000); Montani, David (23392928800); Humbert, Marc (55382766900); Lang, Irene M. (36913118600)","40461266000; 23392928800; 55382766900; 36913118600","Haemodynamic phenotypes of pulmonary hypertension associated with left heart disease: a moving target","2024","European Respiratory Journal","63","3","2302280","","","","4","10.1183/13993003.02280-2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187953811&doi=10.1183%2f13993003.02280-2023&partnerID=40&md5=6ccd26a84e76e43eaf45f57c39e8991a","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85187953811"
"McLaughlin V.V.; Humbert M.","McLaughlin, Vallerie V. (7003932904); Humbert, Marc (55382766900)","7003932904; 55382766900","Pulmonary Hypertension: From Therapeutic Nihilism to Multiple Therapeutic Interventions","2024","Circulation","150","21","","1653","1655","2","0","10.1161/CIRCULATIONAHA.124.070104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210047787&doi=10.1161%2fCIRCULATIONAHA.124.070104&partnerID=40&md5=8d953071a0e323f1715c479c4d4564a8","Article","Final","","Scopus","2-s2.0-85210047787"
"Humbert M.; Simonneau G.; Delcroix M.","Humbert, Marc (55382766900); Simonneau, Gérald (57203200946); Delcroix, Marion (56998935300)","55382766900; 57203200946; 56998935300","Consensus on pulmonary hypertension; [Consensus sur l'hypertension pulmonaire]","2025","Revue du Praticien","75","1","","3","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218456167&partnerID=40&md5=f2b70f23150c87062bbd4136bd71ba86","Editorial","Final","","Scopus","2-s2.0-85218456167"
"Pitre T.; Desai K.; Mah J.; Zeraatkar D.; Humbert M.","Pitre, Tyler (57212018833); Desai, Kairavi (57202667891); Mah, Jasmine (57212025311); Zeraatkar, Dena (57190033017); Humbert, Marc (55382766900)","57212018833; 57202667891; 57212025311; 57190033017; 55382766900","Comparative Effectiveness of Sotatercept and Approved Add-On Pulmonary Arterial Hypertension Therapies A Systematic Review and Network Meta-Analysis","2024","Annals of the American Thoracic Society","21","8","","1194","1203","9","4","10.1513/AnnalsATS.202311-942OC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194934130&doi=10.1513%2fAnnalsATS.202311-942OC&partnerID=40&md5=56e2f1e7e3acdf6ea496dc8a97c3bf07","Review","Final","","Scopus","2-s2.0-85194934130"
"Jackson D.J.; Heaney L.G.; Humbert M.; Kent B.D.; Shavit A.; Hiljemark L.; Olinger L.; Cohen D.; Menzies-Gow A.; Korn S.","Jackson, David J. (56770495200); Heaney, Liam G. (8921275400); Humbert, Marc (55382766900); Kent, Brian D. (36009795500); Shavit, Anat (57208750200); Hiljemark, Lina (58763255400); Olinger, Lynda (58762851500); Cohen, David (58370836100); Menzies-Gow, Andrew (6602405794); Korn, Stephanie (24331946000)","56770495200; 8921275400; 55382766900; 36009795500; 57208750200; 58763255400; 58762851500; 58370836100; 6602405794; 24331946000","Plain language summary of the SHAMAL study in patients with severe eosinophilic asthma treated with benralizumab","2024","Immunotherapy","16","20-22","","1175","1184","9","0","10.1080/1750743X.2024.2436829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215503809&doi=10.1080%2f1750743X.2024.2436829&partnerID=40&md5=5caed9bf499a464c54804e702399034f","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85215503809"
"Savale L.; Kularatne M.; Roche A.; Pichon J.; Baron A.; Boucly A.; Sitbon O.; Humbert M.","Savale, Laurent (35410452900); Kularatne, Mithum (57429476100); Roche, Anne (57290626800); Pichon, Jérémie (57218407838); Baron, Audrey (57225718372); Boucly, Athenaïs (57041133700); Sitbon, Olivier (55785611900); Humbert, Marc (55382766900)","35410452900; 57429476100; 57290626800; 57218407838; 57225718372; 57041133700; 55785611900; 55382766900","Management of Acutely Decompensated Pulmonary Hypertension","2023","Seminars in Respiratory and Critical Care Medicine","44","6","","762","770","8","2","10.1055/s-0043-1770119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175584884&doi=10.1055%2fs-0043-1770119&partnerID=40&md5=104215ae51285316957a6ce77d9b67b3","Article","Final","","Scopus","2-s2.0-85175584884"
"Bozec A.L.; Korb-Savoldelli V.; Boiteau C.; Dechartres A.; Al Kahf S.; Sitbon O.; Montani D.; Jaïs X.; Guignabert C.; Humbert M.; Savale L.; Chaumais M.-C.","Bozec, Antoine Le (59221611100); Korb-Savoldelli, Virginie (36082895100); Boiteau, Claire (59206666100); Dechartres, Agnès (15058657800); Al Kahf, Salma (57225076866); Sitbon, Olivier (55785611900); Montani, David (23392928800); Jaïs, Xavier (8512908600); Guignabert, Christophe (23396499300); Humbert, Marc (55382766900); Savale, Laurent (35410452900); Chaumais, Marie-Camille (23476472300)","59221611100; 36082895100; 59206666100; 15058657800; 57225076866; 55785611900; 23392928800; 8512908600; 23396499300; 55382766900; 35410452900; 23476472300","Medication adherence, related factors and outcomes among patients with pulmonary arterial hypertension or chronic thromboembolic pulmonary hypertension: a systematic review","2024","European Respiratory Review","33","173","240006","","","","1","10.1183/16000617.0006-2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198737409&doi=10.1183%2f16000617.0006-2024&partnerID=40&md5=d4ca7b3d529020bcc447097889a7f74d","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85198737409"
"Boucly A.; Mitrovic S.; Carmagnat M.; Savale L.; Jaïs X.; Taupin J.-L.; Lazaro E.; Berthoux E.; Schleinitz N.; Ghigna M.-R.; Kedra J.; Mariette X.; Roussin C.; Juge P.-A.; Humbert M.; Sitbon O.; Montani D.; Fautrel B.","Boucly, Athénaïs (57041133700); Mitrovic, Stéphane (57190861695); Carmagnat, Maryvonnick (14526755400); Savale, Laurent (35410452900); Jaïs, Xavier (8512908600); Taupin, Jean-Luc (7005038253); Lazaro, Estibaliz (13905700100); Berthoux, Emilie (22833872900); Schleinitz, Nicolas (6701643284); Ghigna, Maria-Rosa (15020513900); Kedra, Joanna (57194144453); Mariette, Xavier (7004802753); Roussin, Céline (6508378207); Juge, Pierre-Antoine (56201763900); Humbert, Marc (55382766900); Sitbon, Olivier (55785611900); Montani, David (23392928800); Fautrel, Bruno (7004411241)","57041133700; 57190861695; 14526755400; 35410452900; 8512908600; 7005038253; 13905700100; 22833872900; 6701643284; 15020513900; 57194144453; 7004802753; 6508378207; 56201763900; 55382766900; 55785611900; 23392928800; 7004411241","Pulmonary arterial hypertension in adults with Still's disease: another pulmonary manifestation associated with HLA-DRB1*15","2025","Annals of the Rheumatic Diseases","","","","","","","0","10.1016/j.ard.2025.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005439498&doi=10.1016%2fj.ard.2025.04.016&partnerID=40&md5=4421a1c89cce4d894cdcf049e01a81ae","Article","Article in press","","Scopus","2-s2.0-105005439498"
"Gerges C.; Beurnier A.; Jaïs X.; Hervé P.; Lau E.M.T.; Girerd B.; Günther S.; Bouchachi A.; Jevnikar M.; Boucly A.; Bogaard H.J.; Simonneau G.; Sitbon O.; Savale L.; Chemla D.; Humbert M.; Montani D.","Gerges, Christian (40461266000); Beurnier, Antoine (57207315902); Jaïs, Xavier (8512908600); Hervé, Philippe (55415066800); Lau, Edmund M.T. (28167531900); Girerd, Barbara (16024628200); Günther, Sven (37037362700); Bouchachi, Amir (8347611200); Jevnikar, Mitja (55521710100); Boucly, Athénaïs (57041133700); Bogaard, Harm Jan (6603430249); Simonneau, Gérald (57203200946); Sitbon, Olivier (55785611900); Savale, Laurent (35410452900); Chemla, Denis (12445367600); Humbert, Marc (55382766900); Montani, David (23392928800)","40461266000; 57207315902; 8512908600; 55415066800; 28167531900; 16024628200; 37037362700; 8347611200; 55521710100; 57041133700; 6603430249; 57203200946; 55785611900; 35410452900; 12445367600; 55382766900; 23392928800","Role of Exercise Hemodynamics in the Prediction of Pulmonary Arterial Hypertension in BMPR2 Mutation Carriers","2024","Chest","166","5","","1173","1183","10","3","10.1016/j.chest.2024.06.3808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207358247&doi=10.1016%2fj.chest.2024.06.3808&partnerID=40&md5=751f67969ea2043e011ec70902517ffd","Article","Final","","Scopus","2-s2.0-85207358247"
"Sitbon O.; Skride A.; Feldman J.; Sahay S.; Shlobin O.A.; McLaughlin V.; Ghofrani H.-A.; Langleben D.; Parsley E.; D'Souza G.; Marmon T.; Kamau-Kelley W.; Jones R.; Grewal R.; Wring S.; Palacios M.; Naik H.; Denning J.; Lazarus H.M.; Humbert M.","Sitbon, Olivier (55785611900); Skride, Andris (56486157200); Feldman, Jeremy (8353703000); Sahay, Sandeep (13610777400); Shlobin, Oksana A (16053685300); McLaughlin, Vallerie (7003932904); Ghofrani, Hossein-Ardeschir (57211027372); Langleben, David (7005316501); Parsley, Ed (6506217160); D'Souza, Gwyn (57211247749); Marmon, Tonya (57196278861); Kamau-Kelley, Watiri (57765626800); Jones, Renee (59355072500); Grewal, Ravi (59354894100); Wring, Steve (59354894200); Palacios, Michelle (59428529000); Naik, Himanshu (59354541500); Denning, Jill (55600706100); Lazarus, Howard M (57209829825); Humbert, Marc (55382766900)","55785611900; 56486157200; 8353703000; 13610777400; 16053685300; 7003932904; 57211027372; 7005316501; 6506217160; 57211247749; 57196278861; 57765626800; 59355072500; 59354894100; 59354894200; 59428529000; 59354541500; 55600706100; 57209829825; 55382766900","Safety and efficacy of rodatristat ethyl for the treatment of pulmonary arterial hypertension (ELEVATE-2): a dose-ranging, randomised, multicentre, phase 2b trial","2024","The Lancet Respiratory Medicine","12","11","","865","876","11","5","10.1016/S2213-2600(24)00226-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205499752&doi=10.1016%2fS2213-2600%2824%2900226-1&partnerID=40&md5=72403d3efade94a27b3f3afc18b07b8b","Article","Final","","Scopus","2-s2.0-85205499752"
"Le Ribeuz H.; Willer A.S.-M.; Chevalier B.; Sancho M.; Masson B.; Eyries M.; Jung V.; Guerrera I.C.; Dutheil M.; Jekmek K.E.; Laubry L.; Carpentier G.; Perez-Vizcaino F.; Tu L.; Guignabert C.; Chaumais M.-C.; Pechoux C.; Humbert M.; Hinzpeter A.; Mercier O.; Capuano V.; Montani D.; Antigny F.","Le Ribeuz, Helene (57218259656); Willer, Anaïs Saint-Martin (58851150700); Chevalier, Benoit (57200271103); Sancho, Maria (35882520900); Masson, Bastien (57226073537); Eyries, Melanie (6506578891); Jung, Vincent (57202836998); Guerrera, Ida Chiara (57201663174); Dutheil, Mary (57931582900); Jekmek, Kristelle El (58851395600); Laubry, Loann (57932615400); Carpentier, Gilles (6603035055); Perez-Vizcaino, Francisco (7004744225); Tu, Ly (23006846000); Guignabert, Christophe (23396499300); Chaumais, Marie-Camille (23476472300); Pechoux, Christine (24465366000); Humbert, Marc (55382766900); Hinzpeter, Alexandre (9743118400); Mercier, Olaf (23971364900); Capuano, Veronique (36658120000); Montani, David (23392928800); Antigny, Fabrice (14035186900)","57218259656; 58851150700; 57200271103; 35882520900; 57226073537; 6506578891; 57202836998; 57201663174; 57931582900; 58851395600; 57932615400; 6603035055; 7004744225; 23006846000; 23396499300; 23476472300; 24465366000; 55382766900; 9743118400; 23971364900; 36658120000; 23392928800; 14035186900","Role of KCNK3 Dysfunction in Dasatinib-associated Pulmonary Arterial Hypertension and Endothelial Cell Dysfunction","2024","American Journal of Respiratory Cell and Molecular Biology","71","1","","95","109","14","4","10.1165/rcmb.2023-0185OC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197962329&doi=10.1165%2frcmb.2023-0185OC&partnerID=40&md5=826dae1c171ac62a9cf9aa77625bdbca","Article","Final","","Scopus","2-s2.0-85197962329"
"Rachedi N.S.; Tang Y.; Tai Y.-Y.; Zhao J.; Chauvet C.; Grynblat J.; Akoumia K.K.F.; Estephan L.; Torrino S.; Sbai C.; Ait-Mouffok A.; Latoche J.D.; Al Aaraj Y.; Brau F.; Abélanet S.; Clavel S.; Zhang Y.; Guillermier C.; Kumar N.V.G.; Tavakoli S.; Mercier O.; Risbano M.G.; Yao Z.-K.; Yang G.; Ouerfelli O.; Lewis J.S.; Montani D.; Humbert M.; Steinhauser M.L.; Anderson C.J.; Oldham W.M.; Perros F.; Bertero T.; Chan S.Y.","Rachedi, Nesrine S. (58558831700); Tang, Ying (35747532200); Tai, Yi-Yin (57191188328); Zhao, Jingsi (57191194530); Chauvet, Caroline (36776280200); Grynblat, Julien (58035792400); Akoumia, Kouamé Kan Firmin (59131768600); Estephan, Leonard (57217021693); Torrino, Stéphanie (45761682900); Sbai, Chaima (58558834600); Ait-Mouffok, Amel (59132050500); Latoche, Joseph D. (6506955448); Al Aaraj, Yassmin (57208027731); Brau, Frederic (7003443607); Abélanet, Sophie (57210421811); Clavel, Stephan (6701424638); Zhang, Yingze (57211631146); Guillermier, Christelle (14066037000); Kumar, Naveen V.G. (59131983200); Tavakoli, Sina (6603716029); Mercier, Olaf (23971364900); Risbano, Michael G. (16745354400); Yao, Zhong-Ke (59131910500); Yang, Guangli (56169087400); Ouerfelli, Ouathek (6506629249); Lewis, Jason S. (26643450800); Montani, David (23392928800); Humbert, Marc (55382766900); Steinhauser, Matthew L. (7006126242); Anderson, Carolyn J. (57200208267); Oldham, William M. (14020273400); Perros, Frédéric (23006069200); Bertero, Thomas (35104259400); Chan, Stephen Y. (55261942200)","58558831700; 35747532200; 57191188328; 57191194530; 36776280200; 58035792400; 59131768600; 57217021693; 45761682900; 58558834600; 59132050500; 6506955448; 57208027731; 7003443607; 57210421811; 6701424638; 57211631146; 14066037000; 59131983200; 6603716029; 23971364900; 16745354400; 59131910500; 56169087400; 6506629249; 26643450800; 23392928800; 55382766900; 7006126242; 57200208267; 14020273400; 23006069200; 35104259400; 55261942200","Dietary intake and glutamine-serine metabolism control pathologic vascular stiffness","2024","Cell Metabolism","36","6","","1335","1350.e8","","13","10.1016/j.cmet.2024.04.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193442999&doi=10.1016%2fj.cmet.2024.04.010&partnerID=40&md5=c74ecfda369b040ac430bc5fb9d7d644","Article","Final","","Scopus","2-s2.0-85193442999"
